,Channel1,Channel2,Channel3,Channel4
724,0,0.16,-0.16,-0.32
725,0.08,0.16,-0.08,-0.24
726,0,0.16,-0.16,-0.32
727,0.08,0.16,-0.08,-0.24
728,0,0.16,-0.16,-0.32
729,0.08,0.16,-0.08,-0.24
730,0,0.16,-0.16,-0.32
731,0.08,0.16,-0.08,4
732,-0.08,0.16,-0.16,-1.84
733,0.08,0.16,-0.08,-0.24
734,0,0.16,-0.16,-0.4
735,0.08,0.16,-0.08,-0.24
736,0,0.16,-0.16,-0.32
737,4.32,0.16,-0.08,-0.16
738,-1.52,0.16,-0.16,-0.4
739,0.08,0.16,-0.08,-0.24
740,0,0.16,-0.16,-0.32
741,0.08,0.16,-0.08,-0.24
742,0,0.16,-0.16,-0.32
743,0.08,0.16,-0.08,-0.24
744,0,0.16,-0.16,-0.32
745,0.08,0.16,-0.08,-0.24
746,0,0.16,-0.16,-0.32
747,0.08,0.16,-0.08,-0.24
748,0,0.16,-0.16,-0.32
749,0.08,0.16,-0.08,-0.24
750,0,0.08,-0.16,-0.32
751,0.08,0.16,-0.08,4
752,-0.08,0.16,-0.16,-1.84
753,4.32,0.16,-0.08,-0.16
754,-1.52,0.16,-0.16,-0.4
755,0.08,0.16,-0.08,-0.24
756,0,0.16,-0.16,-0.32
757,0.08,0.16,-0.08,-0.24
758,0,0.16,-0.16,-0.32
759,0.08,0.16,-0.08,-0.24
760,0,0.16,-0.16,-0.32
761,0.08,0.16,-0.08,-0.24
762,0,0.16,-0.16,-0.32
763,0.08,0.16,-0.08,-0.24
764,0,0.08,-0.16,-0.32
765,0.08,0.16,-0.08,-0.24
766,0,0.08,-0.16,-0.32
767,0.08,0.16,-0.08,-0.24
768,0,0.08,-0.16,-0.32
769,0.08,0.16,-0.08,-0.24
770,0,0.08,-0.16,-0.32
771,4.32,0.16,-0.08,4
772,-1.52,0.08,-0.16,-1.84
773,0.08,0.16,-0.08,-0.24
774,0,0.08,-0.16,-0.4
775,0.08,0.16,-0.08,-0.24
776,0,0.08,-0.16,-0.4
777,0.08,0.16,-0.08,-0.24
778,0,0.08,-0.16,-0.32
779,0.08,0.16,-0.08,-0.24
780,0,0.08,-0.16,-0.32
781,0.08,0.16,-0.08,-0.24
782,0,0.08,-0.16,-0.32
783,0.08,0.16,-0.08,-0.24
784,0,0.08,-0.16,-0.32
785,0.08,0.16,-0.08,-0.24
786,0,0.08,-0.16,-0.32
787,4.32,0.16,-0.08,-0.16
788,-1.52,0.08,-0.16,-0.4
789,0.08,0.16,-0.08,-0.24
790,0,0.08,-0.16,-0.32
791,0.08,0.16,-0.08,4
792,-0.08,0.08,-0.16,-1.84
793,0.08,0.16,-0.08,-0.24
794,0,0.16,-0.16,-0.4
795,0.08,0.16,-0.08,-0.24
796,0,0.16,-0.16,-0.32
797,0.08,0.16,-0.08,-0.24
798,0,0.16,-0.16,-0.32
799,0.08,0.16,-0.08,-0.24
800,0,0.16,-0.16,-0.32
801,0.08,0.16,-0.08,-0.24
802,0,0.16,-0.16,-0.32
803,4.32,0.16,-0.08,-0.16
804,-1.52,0.08,-0.16,-0.4
805,0.08,0.16,-0.08,-0.24
806,0,0.16,-0.16,-0.32
807,0.08,0.16,-0.08,-0.24
808,0,0.16,-0.16,-0.32
809,0.08,0.16,-0.08,-0.24
810,0,0.16,-0.16,-0.32
811,0.08,0.16,-0.08,4
812,-0.08,0.16,-0.16,-1.84
813,0.08,0.16,-0.08,-0.24
814,0,0.16,-0.16,-0.32
815,0.08,0.16,-0.08,-0.24
816,0,0.16,-0.16,-0.32
817,0.08,0.16,-0.08,-0.24
818,0,0.16,-0.16,-0.32
819,0.08,0.16,-0.08,-0.24
820,0,0.16,-0.16,-0.32
821,4.32,0.16,-0.08,-0.16
822,-1.52,0.16,-0.16,-0.4
823,0.08,0.16,-0.08,-0.24
824,0,0.16,-0.16,-0.32
825,0.08,0.16,-0.08,-0.24
826,0,0.16,-0.16,-0.32
827,0.08,0.16,-0.08,-0.24
828,0,0.16,-0.16,-0.32
829,0.08,0.16,-0.08,-0.24
830,0,0.16,-0.16,-0.32
831,0.16,0.16,-0.08,4
832,-0.08,0.16,-0.16,-1.84
833,0.08,0.16,-0.08,-0.24
834,0,0.16,-0.16,-0.4
835,0.08,0.16,-0.08,-0.24
836,0,0.16,-0.16,-0.4
837,4.32,0.16,-0.08,-0.16
838,-1.52,0.16,-0.16,-0.4
839,0.08,0.16,-0.08,-0.24
840,0,0.16,-0.16,-0.32
841,0.08,0.16,-0.08,-0.24
842,0,0.16,-0.16,-0.32
843,0.08,0.16,-0.08,-0.24
844,0,0.16,-0.16,-0.32
845,0.08,0.16,-0.08,-0.24
846,0,0.16,-0.16,-0.32
847,0.08,0.16,-0.08,-0.24
848,0,0.08,-0.16,-0.32
849,0.08,0.16,-0.08,-0.24
850,0,0.16,-0.16,-0.32
851,0.16,0.16,-0.08,4
852,-0.08,0.16,-0.16,-1.84
853,4.32,0.16,-0.08,-0.16
854,-1.52,0.16,-0.16,-0.4
855,0.08,0.16,-0.08,-0.24
856,0,0.16,-0.16,-0.32
857,0.08,0.16,-0.08,-0.24
858,0,0.16,-0.16,-0.32
859,0.08,0.16,-0.08,-0.24
860,0,0.08,-0.16,-0.32
861,0.08,0.16,-0.08,-0.24
862,0,0.16,-0.16,-0.32
863,0.08,0.16,-0.08,-0.24
864,0,0.16,-0.16,-0.32
865,0.08,0.16,-0.08,-0.24
866,0,0.08,-0.16,-0.32
867,0.08,0.16,-0.08,-0.24
868,0,0.08,-0.16,-0.32
869,0.08,0.16,-0.08,-0.24
870,0,0.08,-0.16,-0.32
871,4.32,0.16,-0.08,4
872,-1.52,0.08,-0.16,-1.84
873,0.08,0.16,-0.08,-0.24
874,0,0.08,-0.16,-0.32
875,0.08,0.16,-0.08,-0.24
876,0,0.08,-0.16,-0.32
877,0.08,0.16,-0.08,-0.24
878,0,0.08,-0.16,-0.32
879,0.08,0.16,-0.08,-0.24
880,0,0.08,-0.16,-0.32
881,0.08,0.16,-0.08,-0.24
882,0,0.08,-0.16,-0.32
883,0.08,0.16,-0.08,-0.24
884,0,0.08,-0.16,-0.32
885,0.08,0.16,-0.08,-0.24
886,0,0.08,-0.16,-0.32
887,4.32,0.16,-0.08,-0.16
888,-1.52,0.08,-0.16,-0.4
889,0.08,0.16,-0.08,-0.24
890,0,0.08,-0.16,-0.32
891,0.08,0.16,-0.08,4
892,-0.08,0.08,-0.16,-1.84
893,0.08,0.16,-0.08,-0.24
894,0,0.08,-0.16,-0.32
895,0.08,0.24,-0.08,-0.24
896,0,0.16,-0.16,-0.32
897,0.08,0.16,-0.08,-0.24
898,0,0.08,-0.16,-0.32
899,0.08,0.16,-0.08,-0.24
900,0,0.16,-0.16,-0.32
901,0.08,0.16,-0.08,-0.24
902,0,0.16,-0.16,-0.32
903,4.24,0.16,-0.08,-0.24
904,0,0.08,-0.16,-0.32
905,4.32,0.16,-0.08,-0.16
906,-1.52,0.16,-0.16,-0.4
907,0.08,0.16,-0.08,-0.24
908,0,0.08,-0.16,-0.32
909,0.08,0.16,-0.08,-0.24
910,0,0.16,-0.16,-0.32
911,0.16,0.16,-0.08,4
912,-0.08,0.08,-0.16,-1.84
913,0.08,0.16,-0.08,-0.24
914,0,0.08,-0.16,-0.32
915,0.08,0.16,-0.08,-0.24
916,0,0.08,-0.16,-0.32
917,0.08,0.16,-0.08,-0.24
918,0,0.16,-0.16,-0.32
919,0.08,0.16,-0.08,-0.24
920,0,0.16,-0.16,-0.32
921,4.32,0.16,-0.08,-0.16
922,-1.52,0.16,-0.16,-0.4
923,0.08,0.16,-0.08,-0.24
924,0,0.08,-0.16,-0.32
925,0.08,0.16,-0.08,-0.24
926,0,0.16,-0.16,-0.32
927,0.08,0.16,-0.08,-0.24
928,0,0.08,-0.16,-0.32
929,0.08,0.16,-0.08,-0.24
930,0,0.16,-0.16,-0.32
931,0.08,0.16,-0.08,4
932,-0.08,0.08,-0.16,-1.84
933,0.08,0.16,-0.08,-0.24
934,0,0.08,-0.16,-0.32
935,0.08,0.16,-0.08,-0.24
936,0,0.16,-0.16,-0.32
937,4.32,0.16,-0.08,-0.16
938,-1.52,0.08,-0.16,-0.4
939,0.08,0.16,-0.08,-0.24
940,0,0.08,-0.16,-0.32
941,0.08,0.16,-0.08,-0.24
942,0,0.08,-0.16,-0.32
943,0.08,0.16,-0.08,-0.24
944,0,0.16,-0.16,-0.32
945,0.08,0.16,-0.08,-0.24
946,0,0.16,-0.16,-0.32
947,0.08,0.16,-0.08,-0.24
948,0,0.16,-0.16,-0.32
949,0.08,0.16,-0.08,-0.24
950,0,0.08,-0.16,-0.32
951,0.08,0.16,-0.08,4
952,-0.08,0.16,-0.16,-1.84
953,0.08,0.16,-0.08,-0.24
954,0,0.16,-0.16,-0.32
955,4.32,0.16,-0.08,-0.24
956,-1.52,0.08,-0.16,-0.4
957,0.08,0.16,-0.08,-0.24
958,0,0.16,-0.16,-0.32
959,0.08,0.16,-0.08,-0.24
960,0,0.08,-0.16,-0.32
961,0.08,0.16,-0.08,-0.24
962,0,0.08,-0.16,-0.32
963,0.08,0.16,-0.08,-0.24
964,0,0.16,-0.16,-0.32
965,0.08,0.16,-0.08,-0.24
966,0,0.16,-0.16,-0.32
967,0.08,0.16,-0.08,-0.24
968,0,0.08,-0.16,-0.32
969,0.08,0.16,-0.08,-0.24
970,0,0.08,-0.16,-0.32
971,4.32,0.16,-0.08,4
972,-1.52,0.08,-0.16,-1.84
973,0.08,0.16,-0.08,-0.24
974,0,0.16,-0.16,-0.32
975,0.08,0.16,-0.08,-0.24
976,0,0.16,-0.16,-0.32
977,0.08,0.16,-0.08,-0.24
978,0,0.08,-0.16,-0.32
979,0.08,0.16,-0.08,-0.24
980,0,0.08,-0.16,-0.4
981,0.08,0.16,-0.08,-0.24
982,0,0.08,-0.16,-0.32
983,0.08,0.16,-0.08,-0.24
984,0,0.08,-0.16,-0.32
985,0.08,0.16,-0.08,-0.24
986,0,0.16,-0.16,-0.32
987,4.32,0.16,-0.08,-0.16
988,-1.52,0.16,-0.16,-0.4
989,0.08,0.16,-0.08,-0.24
990,0,0.08,-0.16,-0.32
991,0.16,0.16,-0.08,4
992,-0.08,0.16,-0.16,-1.84
993,0.08,0.16,-0.08,-0.24
994,0,0.16,-0.16,-0.4
995,0.08,0.16,-0.08,-0.24
996,0,0.08,-0.16,-0.32
997,0.08,0.16,-0.08,-0.24
998,0,0.16,-0.16,-0.4
999,0.08,0.16,-0.08,-0.24
1000,0,0.16,-0.16,-0.32
